"ID","USU_CUENTA","UNICODE","FECHA","EDAD","SEXO","ACT_ECONOMICA","ACT_ECONOMICA_OTRO","NIVEL_ESTUDIOS","CUALES_PLACA_SON_CHIRI","CARACT_AYUDAN_IDENTIFICAR_CHIRI","DONDE_BUSCA_CHIRI","HABLADO_OIDO_VISTO_CHIRI","QUIEN_HABLADO_CHIRI","QUIEN_HABLADO_CHIRI_OTRO","OIDO_VISTO_INFORMACION_CHIRI","OIDO_VISTO_INFORMACION_CHIRI_OTRO","RECIENTEMENTE_CHIRI_ZONA","COMO_ENTERADO","COMO_ENTERADO_OTRO","SABES_SENIALES_CHIRI","CHIRI_TRANSMITIR_ENFERMEDAD","QUE_ENFERMEDADES_TRANSMITE_CHIRI","QUE_ENFERMEDADES_TRANSMITE_CHIRI_OTRO","ULTIMO_ANIO_VIO_CHIRI","REPORTO_DENUNCIO_CHIRI","AQUIEN_REPORTO","AQUIEN_REPORTO_OTRO","VINIERON_CONFIRMAR_PRESENCIA_INSECTO","VIERA_CHIRI_CASA_QUE_HARIA","VIERA_CHIRI_CASA_QUE_HARIA_OTRO","COMO_COMUNICARSE_ALERTACHIRI","SOSPECHAS_CHIRI_CASA_QUE_HARIA","SOSPECHAS_CHIRI_CASA_QUE_HARIA_OTRO","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA_OTRO","ESTE_ANIO_HA_VISTO_PERSONAL_SALUD","ULTIMO_ANIO_PERSONAL_SALUD_TOCO_PUERTA_CASA","HACE_CUANTO_TIEMPO_VISITARON","PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA_OTRO","VA_BODEGAS_CERCANAS","FRECUENCIA_COMPRA_BODEGA","HACE_USO_APP","HA_VISTO_IMAGEN_MOSTRADA","VIO_IMAGEN_1","VIO_IMAGEN_1_OTRO","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2","VIO_IMAGEN_2_OTRO","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3","VIO_IMAGEN_3_OTRO","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR_DONDE","NO_QUISO_RESPONDER_MAS","DATETIME","AGECLASS","OCCUPATIONS","OTHER_DISEASES","KNOWLEDGE_OF_DISEASE_TRANSMISSION","NS_NR","CHIRI_ADULTA","CHIRI_NIFA_3","CHIRI_NIFA_4_fl","CHIRI_NINFA_4_alim","COREIDO","CHINCHE_CAMA","CHINCHE_HEDIONDA","CUCARACHA","CHINCHE_CINTURON_AMARILLO","ESCARBAJO","GORGOJO","MOSCA","NS_NR_SENIALES","CHIRI_FECAL_TRAILS","CHINCHE_CAMA_FECES","MOUSE_FECES","MOLD","CHIRI_EGGS","CHIRI_FECAL_TRAIL","sum_vector_ID","sum_sign_ID","sum_correct_vector","sum_incorrect_vector","score_vectors","sum_correct_sign","sum_incorrect_sign","vector_cat","sign_cat","score_signs","score_signs_10","score_vectors_10","QUE_HARIA_CHIRIS","QUE_PASA_REPORTE","UNIVERSIDAD","AGENTE_COMUNIDAD","VECINO","FAMILIAR","PROFESIONAL_SALUD","OTRO","AMIGO","COLEGIO","OTRO_HABLADO","CUANDO_FUMIGARON","GOBIERNO_REGIONAL","PERIFONEO","NOTICIAS","PROFESIONAL_SALUD_TOT","POSTA","VECINDARIO","CALLE","OTRO_OIDO1","REDES_SOCIALES_OIDO","MEDIO_COMUNICACION_OIDO","CASA_FAMILIAR","COLEGIO_UNIVERSIDAD_OIDO","OTRO_OIDO","MEDIO_COMUNICACION"
470,"Mia","1.3.101.112","2022-03-22",30,"F","trabajador_independiente",NA,"secundaria","chiri_nifa_4_fl","Por fotos","Rincones de la casa","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","si","facebook",NA,NA,NA,NA,NA,"facebook",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-22 15:09:30","18-31","trabajador_independiente",NA,"Si, pero no sabe/responde",0,0,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo ninf4 fl","NS_NR",NA,NA,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
471,"Zac","1.24.5.40A","2022-03-22",32,"M","trabajador_independiente",NA,"secundaria","coreido","Por su color","En la humedad","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"b","si","otro","Diarrea","no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 15:22:57","32-45","trabajador_independiente","Enfermedad del estomago","Enfermedad del estomago",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,-1,0,1,"incorrect only(1)","onlyincorrect(1)",-1,9,9,"insecticida","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
472,"Lmr","1.7.31.161A","2022-03-22",81,"M","trabajador_independiente",NA,"primaria","chiri_adulta","Espalda plana","Animales ","si_hablado","vecino",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 15:28:57","60-100","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"insecticida","NS_NR",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
473,"Rqa","1.13.32.99","2022-03-22",45,"M","trabajador_independiente",NA,"tecnico","chiri_adulta-chiri_ninfa_4_alim","Planas con rayas ","Animales ","si_hablado","profesional_salud",NA,NA,NA,"NS_NR",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"aviso_alerta_chiri",NA,"fumigan",NA,"si","si","6 meses","no","no_tiempo",NA,"si","diariamente","facebook-whatsapp","si","otro","Personal de salud ",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-22 16:06:25","32-45","trabajador_independiente",NA,"Chagas",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"atraparia centro salud","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
474,"Lmr","1.7.31.120","2022-03-22",58,"F","ama_casa",NA,"secundaria","coreido-chiri_nifa_4_fl-escarabajo","Cuerpo","Animales ","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 16:09:11","46-59","ama_casa",NA,"Chagas",0,0,0,1,0,1,0,0,0,0,1,0,0,1,10,10,10,10,10,10,3,60,1,2,-1,30,30,"solo 3ninf","NS_NR",NA,NA,9,"mataria","fumigan",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
475,"Mls","1.3.57.602","2022-03-22",65,"M","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta","No sabe","En las maderas","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","si","otro","No sé acuerda","no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 16:09:26","60-100","trabajador_independiente","No se acuerda","Si, pero no se acuerda",0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
476,"Zac","1.24.5.36","2022-03-22",23,"M","trabajador_planilla",NA,"tecnico","chiri_adulta","Por sus colores","En los corrales","si_oido_hablar_v",NA,NA,"vecindario",NA,"NS_NR",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 16:24:49","18-31","trabajador_planilla",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
477,"Mls","1.3.57.787","2022-03-22",48,"F","trabajador_independiente",NA,"primaria","chiri_nifa_4_fl-escarabajo","No sabe","En los rincones","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"nada",NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 16:50:02","46-59","trabajador_independiente",NA,"Si, pero no sabe/responde",0,0,0,1,0,0,0,0,0,0,1,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"solo 2ninf","NS_NR",NA,NA,10,"nada","NS_NR",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
478,"Mia","1.3.101.190","2022-03-22",37,"F","trabajador_independiente",NA,"secundaria","chiri_adulta","Por foto","Piedras,cosas acumuladas","si_hablado","profesional_salud-otro","Hace muchos anios",NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"inspector_revisa",NA,"si","NS_NR",NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 16:51:08","32-45","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"mataria","Inspector revisa",0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
479,"Mls","1.3.59.114","2022-03-22",25,"F","estudiante",NA,"secundaria","coreido-chiri_adulta-cucaracha","Sus antenas","En la humedad","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 17:00:42","18-31","estudiante",NA,"NS_NR",0,1,0,0,0,1,0,0,1,0,0,0,0,1,10,10,10,10,10,10,3,60,1,2,-1,30,30,"adult+2other","NS_NR",NA,NA,9,"mataria","NS_NR",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
480,"Mls","1.3.59.42","2022-03-22",57,"M","trabajador_independiente","que mas pue","universidad","coreido-chiri_adulta-chiri_nifa_4_fl","Es un insecto infeccioso","En los sitios oscuros","si_hablado","otro","En el gobierno regional",NA,NA,"no",NA,NA,"a-c","si","otro","No recuerda el nombre","no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 17:04:48","46-59","trabajador_independiente","No se acuerda","Si, pero no se acuerda",0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,2,2,1,1,1,1,"adult+2ninf","onlyincorrect(1)",0,10,11,"mataria","NS_NR",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0
481,"Zac","1.24.5.395","2022-03-22",51,"F","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta-chiri_ninfa_4_alim","Porque es parecida a la cucaracha solo q es plana","En las pircas de piedras, en los corrales en lugares oscuros","si_oido_hablar_v",NA,NA,"posta-vecindario",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 17:40:26","46-59","trabajador_independiente",NA,"Chagas",0,1,0,0,1,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,3,60,2,1,1,30,30,"adult+2ninf","NS_NR",NA,NA,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0
482,"Mia","1.3.101.177","2022-03-22",78,"F","ama_casa",NA,"NS_NR","chiri_adulta","Salen por las noches","Techos en la rendijas","si_oido_hablar_v",NA,NA,"otro","En la Ciudad de Ica,vio chirimachas y le hablo el personal de salud","no",NA,NA,"f","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"otro","Buscaria ","inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 17:42:47","60-100","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,"solo adulta","solo fecal trail",1,11,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,0
483,"Lmr","1.7.31.55","2022-03-22",69,"M","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta-chiri_nifa_4_fl","Forma plana antenas ","Animales sitios sin estucar","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"NS_NR",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 17:50:09","60-100","trabajador_independiente",NA,"Chagas",0,1,0,1,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,3,60,2,1,1,30,30,"adult+2ninf","NS_NR",NA,NA,11,"atraparia centro salud","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
484,"Rqa","1.13.32.83","2022-03-22",58,"F","trabajador_independiente",NA,"primaria","chiri_adulta-chiri_ninfa_4_alim","Planas ","Cuartos ","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 17:50:46","46-59","trabajador_independiente",NA,"NS_NR",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
485,"Zac","1.24.4.5","2022-03-22",62,"F","ama_casa",NA,"primaria","chiri_adulta","Por su color ","En las pircas de adobe","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"c","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"otro","Limpiaria","NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","NS_NR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 18:39:32","60-100","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,"solo adulta","onlyincorrect(1)",-1,9,11,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
486,"Lmr","1.7.31.49","2022-03-22",38,"F","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta-chiri_ninfa_4_alim","Color plana rayas","Animales desmontes","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","si","afiche",NA,"lugar_cercano",NA,NA,NA,"afiche",NA,"otro_lugar","Posta calles",NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-22 18:41:14","32-45","trabajador_independiente",NA,"Chagas",0,1,0,0,1,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,3,60,2,1,1,30,30,"adult+2ninf","NS_NR",NA,NA,11,"mataria","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
487,"Rqa","1.13.38.23","2022-03-23",32,"M","trabajador_independiente",NA,"tecnico","cucaracha-gorgojo","Planas","Patio","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-23 12:54:14","32-45","trabajador_independiente",NA,"NS_NR",0,0,0,0,0,0,0,0,1,0,0,1,0,1,10,10,10,10,10,10,2,60,0,2,-2,30,30,"incorrect only(2)","NS_NR",NA,NA,8,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
488,"Mia","1.3.100.72","2022-03-23",25,"M","trabajador_independiente",NA,"tecnico","chiri_adulta-chiri_ninfa_4_alim","Cabeza alargada","En los animales","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","Buscaria limpiando","NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-23 12:55:35","18-31","trabajador_independiente",NA,"NS_NR",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
489,"Lmr","1.7.31.65","2022-03-23",43,"M","trabajador_planilla",NA,"tecnico","chiri_adulta-chiri_ninfa_4_alim","Alas forma del cuerpo","Ladrillo animales","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-23 12:59:24","32-45","trabajador_planilla",NA,"Chagas",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"insecticida","Inspector revisa",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
490,"Zac","1.24.4.119","2022-03-23",39,"F","ama_casa",NA,"secundaria","chiri_adulta","Por sus manchas","En las pircas de piedras","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","Limpiaria","NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-23 13:08:05","32-45","ama_casa",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
491,"Mia","1.3.100.63","2022-03-23",40,"F","trabajador_planilla",NA,"universidad","chiri_adulta-chiri_ninfa_4_alim","Por los colores","En las piedras","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-23 13:27:29","32-45","trabajador_planilla",NA,"Chagas",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"atraparia centro salud","Inspector revisa",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
492,"Lmr","1.7.31.113","2022-03-23",62,"F","ama_casa",NA,"primaria","chiri_adulta-chiri_ninfa_4_alim","Patas color forma","Piedra rendijas","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"otro","Limpio la casa","fumigan",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-23 13:34:59","60-100","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"atraparia centro salud","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
493,"Rqa","1.13.38.167","2022-03-23",47,"M","trabajador_planilla",NA,"universidad","gorgojo-chiri_ninfa_4_alim","Planas","Animales","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"buscaria_informacion",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-23 13:57:15","46-59","trabajador_planilla",NA,"Chagas",0,0,0,0,1,0,0,0,0,0,0,1,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"solo 2ninf","NS_NR",NA,NA,10,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
495,"Mls","1.7.31.284","2022-03-23",28,"F","ama_casa",NA,"secundaria","NS_NR","No sabe","No sabe","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"otro","No abrir las ventanas","fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","si","facebook",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-23 14:33:58","18-31","ama_casa",NA,"Si, pero no sabe/responde",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
496,"Rqa","1.13.38.185","2022-03-23",24,"F","trabajador_independiente",NA,"secundaria","coreido-chiri_adulta","Planas","Animales","si_hablado","profesional_salud",NA,NA,NA,"NS_NR",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"buscaria_informacion",NA,"fumigan",NA,"NS_NR",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-instagram-whatsapp-tiktok","si","otro","C.s. ciudad blanca",NA,NA,"lugar_cercano",NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-23 14:37:13","18-31","trabajador_independiente",NA,"Chagas",0,1,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"adult+1other","NS_NR",NA,NA,10,"mataria","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
