"ID","USU_CUENTA","UNICODE","FECHA","EDAD","SEXO","ACT_ECONOMICA","ACT_ECONOMICA_OTRO","NIVEL_ESTUDIOS","CUALES_PLACA_SON_CHIRI","CARACT_AYUDAN_IDENTIFICAR_CHIRI","DONDE_BUSCA_CHIRI","HABLADO_OIDO_VISTO_CHIRI","QUIEN_HABLADO_CHIRI","QUIEN_HABLADO_CHIRI_OTRO","OIDO_VISTO_INFORMACION_CHIRI","OIDO_VISTO_INFORMACION_CHIRI_OTRO","RECIENTEMENTE_CHIRI_ZONA","COMO_ENTERADO","COMO_ENTERADO_OTRO","SABES_SENIALES_CHIRI","CHIRI_TRANSMITIR_ENFERMEDAD","QUE_ENFERMEDADES_TRANSMITE_CHIRI","QUE_ENFERMEDADES_TRANSMITE_CHIRI_OTRO","ULTIMO_ANIO_VIO_CHIRI","REPORTO_DENUNCIO_CHIRI","AQUIEN_REPORTO","AQUIEN_REPORTO_OTRO","VINIERON_CONFIRMAR_PRESENCIA_INSECTO","VIERA_CHIRI_CASA_QUE_HARIA","VIERA_CHIRI_CASA_QUE_HARIA_OTRO","COMO_COMUNICARSE_ALERTACHIRI","SOSPECHAS_CHIRI_CASA_QUE_HARIA","SOSPECHAS_CHIRI_CASA_QUE_HARIA_OTRO","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA","SABE_QUE_PASA_DENUNCIA_REPORTE_CHIRI_CASA_OTRO","ESTE_ANIO_HA_VISTO_PERSONAL_SALUD","ULTIMO_ANIO_PERSONAL_SALUD_TOCO_PUERTA_CASA","HACE_CUANTO_TIEMPO_VISITARON","PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA","RAZON_NO_PERMITIO_INSPECTOR_INGRESE_CASA_OTRO","VA_BODEGAS_CERCANAS","FRECUENCIA_COMPRA_BODEGA","HACE_USO_APP","HA_VISTO_IMAGEN_MOSTRADA","VIO_IMAGEN_1","VIO_IMAGEN_1_OTRO","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_1_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_1_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2","VIO_IMAGEN_2_OTRO","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_2_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_2_EN_CASA_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3","VIO_IMAGEN_3_OTRO","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR","VIO_IMAGEN_3_LUGAR_CERCANO_U_OTRO_LUGAR_DONDE","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR","VIO_IMAGEN_3_EN_CASA_U_OTRO_LUGAR_DONDE","NO_QUISO_RESPONDER_MAS","DATETIME","AGECLASS","OCCUPATIONS","OTHER_DISEASES","KNOWLEDGE_OF_DISEASE_TRANSMISSION","NS_NR","CHIRI_ADULTA","CHIRI_NIFA_3","CHIRI_NIFA_4_fl","CHIRI_NINFA_4_alim","COREIDO","CHINCHE_CAMA","CHINCHE_HEDIONDA","CUCARACHA","CHINCHE_CINTURON_AMARILLO","ESCARBAJO","GORGOJO","MOSCA","NS_NR_SENIALES","CHIRI_FECAL_TRAILS","CHINCHE_CAMA_FECES","MOUSE_FECES","MOLD","CHIRI_EGGS","CHIRI_FECAL_TRAIL","sum_vector_ID","sum_sign_ID","sum_correct_vector","sum_incorrect_vector","score_vectors","sum_correct_sign","sum_incorrect_sign","vector_cat","sign_cat","score_signs","score_signs_10","score_vectors_10","QUE_HARIA_CHIRIS","QUE_PASA_REPORTE","UNIVERSIDAD","AGENTE_COMUNIDAD","VECINO","FAMILIAR","PROFESIONAL_SALUD","OTRO","AMIGO","COLEGIO","OTRO_HABLADO","CUANDO_FUMIGARON","GOBIERNO_REGIONAL","PERIFONEO","NOTICIAS","PROFESIONAL_SALUD_TOT","POSTA","VECINDARIO","CALLE","OTRO_OIDO1","REDES_SOCIALES_OIDO","MEDIO_COMUNICACION_OIDO","CASA_FAMILIAR","COLEGIO_UNIVERSIDAD_OIDO","OTRO_OIDO","MEDIO_COMUNICACION"
444,"Mls","1.3.57.739","2022-03-21",20,"M","estudiante",NA,"secundaria","chiri_adulta","Líneas en su cuerpo","No sabe","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 15:18:00","18-31","estudiante",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
445,"Rqa","1.25.26.2521","2022-03-21",40,"F","trabajador_independiente",NA,"secundaria","chiri_adulta-chiri_nifa_4_fl-chiri_ninfa_4_alim","Planas","Animales ","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"reportaria",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","si","otro","C.s san Martín de socabaya ",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-21 15:18:54","32-45","trabajador_independiente",NA,"Chagas",0,1,0,1,1,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,3,60,3,0,3,30,30,"adult+2ninf","NS_NR",NA,NA,13,"atraparia centro salud","fumigan",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
446,"Zac","1.24.5.554","2022-03-21",30,"F","ama_casa",NA,"tecnico","chinche_cama","No la conoce","No sabe","no",NA,NA,NA,NA,"NS_NR",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 15:47:52","18-31","ama_casa",NA,"NS_NR",0,0,0,0,0,0,1,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"insecticida","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
447,"Rqa","1.25.26.2756","2022-03-21",49,"F","trabajador_independiente",NA,"secundaria","chiri_adulta","Plana con rayas","Animales ","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","1_2_veces_semana","facebook-whatsapp","si","otro","P.s. sabandia ",NA,NA,NA,NA,"otro","P.s. 4 de octubre ",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-21 15:55:32","46-59","trabajador_independiente",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"mataria","NS_NR",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
448,"Zac","1.24.5.148A","2022-03-21",44,"M","trabajador_independiente",NA,"secundaria","chiri_adulta","Por su color y es plana","En las pircas de piedras, sillares,madera abandonada","si_oido_hablar_v",NA,NA,"posta-vecindario-colegio_universidad",NA,"no",NA,NA,"a","si","chagas",NA,"no",NA,NA,NA,NA,"otro","Limpiar",NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 16:48:44","32-45","trabajador_independiente",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,"solo adulta","solo fecal trails",1,11,11,"limpiar","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,1,0,0
449,"Rqa","1.25.26.2602","2022-03-21",32,"F","trabajador_independiente",NA,"tecnico","NS_NR","No sabe","Rincones","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 16:56:14","32-45","trabajador_independiente",NA,"NS_NR",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
450,"Mia","1.3.60.367","2022-03-21",52,"M","trabajador_independiente",NA,"secundaria","NS_NR","No sabe","Plantas","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"nada",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 17:00:18","46-59","trabajador_independiente",NA,"Si, pero no sabe/responde",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
451,"Mls","1.3.57.822","2022-03-21",21,"F","estudiante",NA,"secundaria","chiri_adulta","Transmite una enfermedad","Lugares donde no se limpian","si_oido_hablar_v",NA,NA,"posta",NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","5_6_veces_semana","facebook-instagram-whatsapp-tiktok","si","afiche",NA,"lugar_cercano",NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-21 17:21:11","18-31","estudiante",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0
452,"Mia","1.3.60.368","2022-03-21",29,"M","trabajador_planilla",NA,"secundaria","chiri_adulta-chiri_nifa_4_fl","Por los colores y el cuerpo en forma de foco","Detras de ropero,bajo de las camas,almacenes","si_oido_hablar_v",NA,NA,"redes_sociales",NA,"no",NA,NA,"NS_NR","si","otro","Fiebre,malestar","no",NA,NA,NA,NA,"mataria",NA,NA,"buscaria_informacion",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-whatsapp","si","otro","Posta Francisco Bolognesi",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-21 17:23:11","18-31","trabajador_planilla","Fiebre y otro","Fiebre y otro",0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0
453,"Zac","1.24.5.327","2022-03-21",71,"F","ama_casa",NA,"primaria","NS_NR","No la conoce","No sabe","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 17:37:01","60-100","ama_casa",NA,"Si, pero no sabe/responde",1,10,10,10,10,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,120,60,40,80,NA,30,30,"NS_NR","NS_NR",NA,NA,NA,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
454,"Mls","1.3.57.780","2022-03-21",27,"F","ama_casa",NA,"tecnico","chiri_adulta","Las líneas de su cuerpo","Rendijas","si_oido_hablar_v",NA,NA,"posta",NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp-tiktok","si","otro","Un afiche en un CS de Camana",NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-21 17:57:12","18-31","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","Inspector revisa",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0
455,"Mia","1.3.99.237","2022-03-21",55,"F","ama_casa",NA,"secundaria","chiri_nifa_4_fl","Por el color","Sillares,jardin","no",NA,NA,NA,NA,"no",NA,NA,"a","si","NS_NR",NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 18:18:16","46-59","ama_casa",NA,"Si, pero no sabe/responde",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,"solo ninf4 fl","solo fecal trails",1,11,11,"insecticida","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
456,"Mls","1.3.57.636","2022-03-21",67,"M","jubilado",NA,"tecnico","chiri_nifa_4_fl-chinche_cinturon_amarillo-gorgojo","Pican","No sabe","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 18:33:19","60-100","jubilado",NA,"NS_NR",0,0,0,1,0,0,0,0,0,1,0,1,0,1,10,10,10,10,10,10,3,60,1,2,-1,30,30,"solo 3ninf","NS_NR",NA,NA,9,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
457,"Zac","1.24.5.440A","2022-03-21",30,"F","ama_casa",NA,"secundaria","chiri_adulta","Por sus lineas","En los corrales","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-instagram-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-21 18:43:08","18-31","ama_casa",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
458,"Rqa","1.13.32.10","2022-03-22",63,"F","ama_casa",NA,"primaria","chiri_nifa_3","Planas","Animales y cuartos ","no",NA,NA,NA,NA,"NS_NR",NA,NA,"NS_NR","NS_NR",NA,NA,"si_casa","no",NA,NA,NA,NA,NA,NA,"mataria",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 12:37:08","60-100","ama_casa",NA,"NS_NR",0,0,1,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo ninf3","NS_NR",NA,NA,11,NA,"NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
459,"Zac","1.24.5.311","2022-03-22",68,"M","trabajador_independiente",NA,"secundaria","coreido","No recuerda bien","Debajo de los sillares","si_oido_hablar_v",NA,NA,"posta-vecindario",NA,"no",NA,NA,"NS_NR","NS_NR",NA,NA,"no",NA,NA,NA,NA,"insecticida",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 12:49:03","60-100","trabajador_independiente",NA,"NS_NR",0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"insecticida","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,0,0,0,0,0,0,0,0
460,"Mls","1.3.57.670","2022-03-22",42,"F","ama_casa",NA,"secundaria","coreido","No sabe","En las camas","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"buscaria_informacion",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","5_6_veces_semana","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 13:10:18","32-45","ama_casa",NA,"Si, pero no sabe/responde",0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"mataria","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
461,"Lmr","1.7.30.19","2022-03-22",35,"F","ama_casa",NA,"secundaria","chiri_adulta-chiri_nifa_4_fl","Forma y color","En la basura donde no hay limpieza ","si_hablado","vecino",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 13:10:30","32-45","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"mataria","NS_NR",0,0,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
462,"Rqa","1.13.32.173","2022-03-22",61,"F","trabajador_independiente",NA,"primaria","chiri_adulta","Planas ","Pirca ","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 13:32:55","60-100","trabajador_independiente",NA,"Chagas",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
463,"Lmr","1.7.31.141","2022-03-22",37,"M","trabajador_independiente",NA,"universidad","gorgojo-chiri_ninfa_4_alim","Color forma","Donde hay animales ","si_hablado","familiar",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"si","diariamente","facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 13:45:40","32-45","trabajador_independiente",NA,"Si, pero no sabe/responde",0,0,0,0,1,0,0,0,0,0,0,1,0,1,10,10,10,10,10,10,2,60,1,1,0,30,30,"solo 2ninf","NS_NR",NA,NA,10,"atraparia centro salud","fumigan",0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
464,"Mia","1.3.101.9","2022-03-22",29,"F","ama_casa",NA,"tecnico","escarabajo-gorgojo","No sabe","Tierra en el patio","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"buscaria_informacion",NA,"inspector_revisa",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","facebook-whatsapp-tiktok","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 14:04:43","18-31","ama_casa",NA,"Si, pero no sabe/responde",0,0,0,0,0,0,0,0,0,0,1,1,0,1,10,10,10,10,10,10,2,60,0,2,-2,30,30,"incorrect only(2)","NS_NR",NA,NA,8,"mataria","Inspector revisa",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
465,"Zac","1.24.5.61","2022-03-22",48,"M","trabajador_independiente",NA,"secundaria","coreido","Por su color","En los sillares","si_oido_hablar_v",NA,NA,"vecindario",NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"si","3_4_veces_semana","ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 14:15:24","46-59","trabajador_independiente",NA,"Chagas",0,0,0,0,0,1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"atraparia centro salud","NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0
466,"Mls","1.3.57.698","2022-03-22",43,"M","trabajador_independiente",NA,"tecnico","chiri_adulta-chiri_nifa_4_fl","Por la forma de su cuerpo","Lugares amontonados ","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"si_otro_lugar","no",NA,NA,NA,NA,NA,NA,"insecticida",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-instagram-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 14:30:48","32-45","trabajador_independiente",NA,"Si, pero no sabe/responde",0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,NA,"NS_NR",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
467,"Lmr","1.7.31.134","2022-03-22",83,"F","ama_casa",NA,"ninguno","chiri_adulta","Color patas ","Animales ","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"NS_NR",NA,"NS_NR",NA,"no",NA,NA,NA,NA,NA,"no",NA,"ninguna_anteriores","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 14:32:17","60-100","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,1,60,1,0,1,30,30,"solo adulta","NS_NR",NA,NA,11,"mataria","NS_NR",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
468,"Lmr","1.7.31.171","2022-03-22",30,"F","ama_casa",NA,"universidad","chiri_adulta-chiri_nifa_4_fl","Cuerpo plano","Piedras basura","si_hablado","profesional_salud",NA,NA,NA,"no",NA,NA,"NS_NR","si","NS_NR",NA,"no",NA,NA,NA,NA,"mataria",NA,NA,"insecticida",NA,"inspector_revisa",NA,"si","si","Antes de la pandemia","si",NA,NA,"si","diariamente","facebook-whatsapp","si","afiche",NA,"otro_lugar","Posta",NA,NA,"no",NA,NA,NA,NA,NA,"no",NA,NA,NA,NA,NA,0,"2022-03-22 15:06:27","18-31","ama_casa",NA,"Si, pero no sabe/responde",0,1,0,1,0,0,0,0,0,0,0,0,0,1,10,10,10,10,10,10,2,60,2,0,2,30,30,"adult+1ninf","NS_NR",NA,NA,12,"mataria","Inspector revisa",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,0
469,"Rqa","1.13.32.153","2022-03-22",34,"F","trabajador_independiente",NA,"tecnico","gorgojo","Redondas","Animales ","no",NA,NA,NA,NA,"no",NA,NA,"NS_NR","si","chagas",NA,"no",NA,NA,NA,NA,"atraparia_centro_salud",NA,NA,"mataria",NA,"fumigan",NA,"no",NA,NA,NA,NA,NA,"no",NA,"facebook-whatsapp","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2022-03-22 15:06:51","32-45","trabajador_independiente",NA,"Chagas",0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,10,10,10,10,10,1,60,0,1,-1,30,30,"incorrect only(1)","NS_NR",NA,NA,9,"atraparia centro salud","fumigan",0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0
